mean_mir146b,mean_mir155,mean_mir203,Comparison,DataType
"{'AUC': 0.6071428571428572, 'Optimal Cutoff': 0.5305540163195346, 'Sensitivity': 0.625, 'Specificity': 0.7142857142857143, 'Accuracy': 0.6666666666666666, 'PR AUC': 0.6429528804528805}","{'AUC': 0.4285714285714286, 'Optimal Cutoff': 0.5217613023374383, 'Sensitivity': 0.5, 'Specificity': 0.7142857142857143, 'Accuracy': 0.6, 'PR AUC': 0.4767895299145299}","{'AUC': 0.4553571428571428, 'Optimal Cutoff': 0.5264790651873646, 'Sensitivity': 0.5, 'Specificity': 0.7142857142857143, 'Accuracy': 0.6, 'PR AUC': 0.587900641025641}",G vs S,top_mirnas_raw
