mean_mir146b,mean_mir155,mean_mir203,Comparison,DataType
"{'AUC': 0.6071428571428572, 'Optimal Cutoff': 0.4734788709009133, 'Sensitivity': 0.7142857142857143, 'Specificity': 0.625, 'Accuracy': 0.6666666666666666, 'PR AUC': 0.6488529327815042}","{'AUC': 0.42857142857142855, 'Optimal Cutoff': 0.48737360855251244, 'Sensitivity': 0.7142857142857143, 'Specificity': 0.5, 'Accuracy': 0.6, 'PR AUC': 0.3969693005407291}","{'AUC': 0.45535714285714285, 'Optimal Cutoff': 0.47568755851758604, 'Sensitivity': 0.7142857142857143, 'Specificity': 0.5, 'Accuracy': 0.6, 'PR AUC': 0.4020558806273092}",S vs G,top_mirnas_raw
