mean_mir146a,mean_mir146b,mean_mir155,mean_mir203,mean_mir223,mean_mir381p,Comparison,DataType
"{'AUC': 1.0, 'Optimal Cutoff': 0.84195699144031, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 1.0}","{'AUC': 1.0, 'Optimal Cutoff': 0.8091437724824289, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.8837806351100538, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.8186424144463068, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.7909435194982828, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.8059799231443372, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}",S vs P,scaled
