AUC,Optimal Cutoff,Sensitivity,Specificity,Accuracy,PR AUC,miRNA
1.0,0.84195699144031,1.0,1.0,1.0,1.0,mean_mir146a
1.0,0.8091437724824289,1.0,1.0,1.0,0.9999999999999998,mean_mir146b
1.0,0.8837806351100538,1.0,1.0,1.0,0.9999999999999998,mean_mir155
1.0,0.8186424144463068,1.0,1.0,1.0,0.9999999999999998,mean_mir203
1.0,0.7909435194982828,1.0,1.0,1.0,0.9999999999999998,mean_mir223
1.0,0.8059799231443372,1.0,1.0,1.0,0.9999999999999998,mean_mir381p
