AUC,Optimal Cutoff,Sensitivity,Specificity,Accuracy,PR AUC,miRNA
0.5357142857142858,0.5800766228070015,0.25,1.0,0.6,0.649526862026862,mean_mir146a
0.6071428571428572,0.5308591537317611,0.625,0.7142857142857143,0.6666666666666666,0.6429528804528805,mean_mir146b
0.4285714285714286,0.5219401818132735,0.5,0.7142857142857143,0.6,0.4767895299145299,mean_mir155
0.4553571428571428,0.5265778462583081,0.5,0.7142857142857143,0.6,0.587900641025641,mean_mir203
0.2142857142857143,inf,0.0,1.0,0.4666666666666667,0.3761289058164058,mean_mir223
0.4821428571428572,0.5276620988489723,0.375,0.8571428571428572,0.6,0.6111645299145299,mean_mir381p
