AUC,Optimal Cutoff,Sensitivity,Specificity,Accuracy,PR AUC,method
0.4821428571428571,0.4731553555234236,0.7142857142857143,0.5,0.6,0.4235106163677592,combined_avg
0.5,0.4723650385977621,0.7142857142857143,0.5,0.6,0.447320140177283,combined_weighted
0.4821428571428571,0.45216165081862325,0.7142857142857143,0.5,0.6,0.4235106163677592,combined_pca
0.48214285714285715,0.46341554508595173,0.7142857142857143,0.625,0.6666666666666666,0.42318812140240714,combined_lda
