AUC,Optimal Cutoff,Sensitivity,Specificity,Accuracy,PR AUC,method
1.0,0.7294911246835423,1.0,1.0,1.0,0.9999999999999998,combined_avg
1.0,0.7302689497320836,1.0,1.0,1.0,0.9999999999999998,combined_weighted
1.0,0.7703086138729367,1.0,1.0,1.0,0.9999999999999998,combined_pca
1.0,0.8356069347904314,1.0,1.0,1.0,0.9999999999999998,combined_lda
