mean_mir146a,mean_mir146b,mean_mir155,mean_mir203,mean_mir223,mean_mir381p,Comparison,DataType
"{'AUC': 1.0, 'Optimal Cutoff': 0.6861631997637172, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 1.0}","{'AUC': 1.0, 'Optimal Cutoff': 0.6501146825403247, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.7440809852252422, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.6675479516284691, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.6450461174486489, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.6623407374713335, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}",G vs P,scaled
