AUC,Optimal Cutoff,Sensitivity,Specificity,Accuracy,PR AUC,Comparison,DataType
0.48214285714285715,0.5273184036074349,0.5,0.7142857142857143,0.6,0.5059391996891996,G vs S,combined_raw
