mean_mir146b,mean_mir155,mean_mir203,Comparison,DataType
"{'AUC': 1.0, 'Optimal Cutoff': 0.8076879641688944, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.8821029082169396, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}","{'AUC': 1.0, 'Optimal Cutoff': 0.818064577526691, 'Sensitivity': 1.0, 'Specificity': 1.0, 'Accuracy': 1.0, 'PR AUC': 0.9999999999999998}",S vs P,top_mirnas_raw
